Project,Module,Priority,Category,FileName,LineNumber,FilePath,Link
DP,dpnextgen,High,Insecure Randomness,swagger-ui-bundle.js,6,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/swagger/src/main/webapp/swagger-ui-bundle.js,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497978735
DP,dpnextgen,High,Command Injection,ScGUIAbstract.java,224,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/dp-scgui-bl/src/main/java/com/hp/im/dp/scgui/server/bl/ScGUIAbstract.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497964122
DP,dpnextgen,High,Denial of Service: Regular Expression,ConfigVariable.java,133,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/WebGUI/OptionsTuning/src/main/java/com/hp/dp/editor/ConfigVariable.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497864984
DP,dpnextgen,High,Insecure Randomness,base-onefile-gcc.js,35,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/WebGUI/dp-gui/src/main/resources/node_modules/node-minify/examples/public/js-dist/base-onefile-gcc.js,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497845951
DP,dpnextgen,High,Portability Flaw: Locale Dependent Comparison,DispatcherServiceUtil.java,176,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/components/jce-dispatcher/src/main/java/com/hp/im/jce/dispatcher/ws/DispatcherServiceUtil.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497843932
DP,dpnextgen,High,Insecure Randomness,ux-aspects-ng1.min.js,10,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/WebGUI/dp-nextgen/bower_components/ux-aspects/dist/ng1/ux-aspects-ng1.min.js,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497833326
DP,dpnextgen,High,Insecure Randomness,ux-aspects.es5.js,1564,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/WebGUI/dp-nextgen/bower_components/ux-aspects/@ux-aspects/ux-aspects.es5.js,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497833150
DP,dpnextgen,High,Insecure Randomness,dashboard-widget.component.js,38,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/WebGUI/dp-nextgen/bower_components/ux-aspects/esm5/components/dashboard/widget/dashboard-widget.component.js,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497833148
DP,dpnextgen,High,Insecure Randomness,ux-aspects-ux-aspects.js,2921,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/WebGUI/dp-nextgen/bower_components/ux-aspects/fesm5/ux-aspects-ux-aspects.js,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497833042
DP,dpnextgen,High,JSON Injection,JSONObject.java,310,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/integ/vmware/GRE/FlexWebPlugin/GreJavaModule/src/main/resources/org/json/JSONObject.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497822603
DP,dpnextgen,High,Insecure Randomness,swagger-ui-bundle.js,17,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/swagger/src/main/webapp/swagger-ui-bundle.js,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497783186
DP,dpnextgen,High,Path Manipulation,ETLService.java,269,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/dp-reportingsoftware-rest/src/main/java/com/mf/reportingsoftware/service/ETLService.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497717245
DP,dpnextgen,High,Access Specifier Manipulation,RegistryReader.java,181,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/dp-cmnlib/src/main/java/com/hp/im/dp/idb/server/win/RegistryReader.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497686296
DP,dpnextgen,High,Unreleased Resource: Streams,Utils.java,126,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/dp-reportingsoftware-rest/src/main/java/com/mf/reportingsoftware/util/Utils.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497677736
DP,dpnextgen,High,Path Manipulation,GetMountProxiesSarvlet.java,75,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/WebGUI/dp-gui/src/main/java/com/hp/im/dp/cmservices/GetMountProxiesSarvlet.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497671983
DP,dpnextgen,High,Unreleased Resource: Streams,ConfigServlet.java,306,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/WebGUI/OptionsTuning/src/main/java/com/hp/dp/editor/ConfigServlet.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497624855
DP,dpnextgen,High,Portability Flaw: Locale Dependent Comparison,SpecServiceRepo.java,126,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/components/dp-webservice-server/src/main/java/com/hp/im/dp/cell/ws/service/repository/SpecServiceRepo.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497595919
DP,dpnextgen,High,Header Manipulation,ScheduleDAO.java,730,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/components/jce-dispatcher/src/main/java/com/hp/im/jce/dispatcher/jpa/ScheduleDAO.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497582490
DP,dpnextgen,High,Insecure Randomness,swagger-ui-bundle.js,12,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/swagger/src/main/webapp/swagger-ui-bundle.js,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497566479
DP,dpnextgen,High,Access Specifier Manipulation,GenericFilter.java,78,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/dp-common-dao/src/main/java/com/hp/im/dp/idb/server/dao/filter/GenericFilter.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497563502
DP,dpnextgen,High,Header Manipulation,DpSapAgentRestoreTreeBL.java,41,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/dp-scgui-bl/src/main/java/com/hp/im/dp/scgui/server/bl/DpSapAgentRestoreTreeBL.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497542742
DP,dpnextgen,High,Unreleased Resource: Streams,Common.java,241,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/dp-cmnlib/src/main/java/com/hp/im/dp/idb/server/Common.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497526453
DP,dpnextgen,High,Insecure Randomness,swagger-ui-bundle.js,85,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/swagger/src/main/webapp/swagger-ui-bundle.js,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497524605
DP,dpnextgen,High,Access Specifier Manipulation,RegistryReader.java,183,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/dp-cmnlib/src/main/java/com/hp/im/dp/idb/server/win/RegistryReader.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497506613
DP,dpnextgen,High,Portability Flaw: Locale Dependent Comparison,DpNDMPAgentRestoreBL.java,58,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/jboss/dp-scgui-bl/src/main/java/com/hp/im/dp/scgui/server/bl/DpNDMPAgentRestoreBL.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497493139
DP,dpnextgen,High,JSON Injection,JSONTokener.java,83,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/integ/vmware/GRE/FlexWebPlugin/GreJavaModule/src/main/resources/org/json/JSONTokener.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA497485546
DP,dpsource,High,Memory Leak,drivelib.c,238,src/lib/drivelib/drivelib.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493058787
DP,dpsource,High,Memory Leak,sysnfocmn.c,2491,src/recovery/srd/SysNfo/sysnfocmn.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493058586
DP,dpsource,High,Memory Leak,sys_sec.c,520,src/da/win32/sys_sec.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493058379
DP,dpsource,High,Memory Leak,restart.c,129,src/sm/bsm2/restart.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493056409
DP,dpsource,High,Memory Leak,main.c,345,src/integ/db2/db2arch/main.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493056277
DP,dpsource,High,Memory Leak,barguicommon.c,2432,src/lib/bargui/barguicommon.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493055781
DP,dpsource,High,Memory Leak,strutil.c,2126,src/lib/cmn/strutil.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493055530
DP,dpsource,High,Memory Leak,sysnfocmn.c,2156,src/recovery/srd/SysNfo/sysnfocmn.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493055149
DP,dpsource,High,Memory Leak,sys_sec.c,627,src/da/win32/sys_sec.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493054571
DP,dpsource,High,Memory Leak,dbsmis.c,1537,src/lib/smbdb/dbsmis/dbsmis.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493054527
DP,dpsource,High,Memory Leak,dbsa.c,1341,src/lib/smbdb/dbsa/dbsa.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493054448
DP,dpsource,High,Memory Leak,dbsa.c,844,src/lib/smbdb/dbsa/dbsa.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493053856
DP,dpsource,High,Memory Leak,upgrade_cfg.c,2004,src/integ/barutil/upgrade_cfg/upgrade_cfg.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493053563
DP,dpsource,High,Memory Leak,vdsa.cpp,2430,src/integ/vss2/vdsa/vdsa.cpp,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493053541
DP,dpsource,High,Memory Leak,sysnfocmn.c,2327,src/recovery/srd/SysNfo/sysnfocmn.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493053540
DP,dpsource,High,Memory Leak,srdw2k.c,1442,src/recovery/srd/SysNfo/SysNfoW2K/srdw2k.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493053359
DP,dpsource,High,Memory Leak,mbx.c,643,src/lib/bargui/mbx.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493053213
DP,dpsource,High,Memory Leak,mbx.c,593,src/lib/bargui/mbx.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493053002
DP,dpsource,High,Memory Leak,logArchive.c,340,src/integ/db2/libob2db2/logArchive.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493052534
DP,dpsource,High,Memory Leak,ipcmsg.c,520,src/lib/ipc/ipcmsg.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493052335
DP,dpsource,High,Memory Leak,win32_suid.c,148,src/lib/xtra/win32_suid.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493052053
DP,dpsource,High,Memory Leak,backint.c,2139,src/integ/sap/backint.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493051730
DP,dpsource,High,Memory Leak,snmp.c,265,src/lib/snmpnt/snmp.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493051453
DP,dpsource,High,Memory Leak,sseapi.c,5662,src/integ/smb/sse/sseapi.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493050894
DP,dpsource,High,Memory Leak,snmp.c,255,src/lib/snmpnt/snmp.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493050732
DP,dpsource,High,Memory Leak,gen_env.c,94,src/lib/cmn/gen_env.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493050682
DP,dpsource,High,Memory Leak,sseapi.c,5750,src/integ/smb/sse/sseapi.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493050470
DP,dpsource,High,Memory Leak,drivelib.c,308,src/lib/drivelib/drivelib.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493050306
DP,dpsource,High,Memory Leak,mbx.c,754,src/lib/bargui/mbx.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493049786
DP,dpsource,High,Memory Leak,dbsmis.c,1455,src/lib/smbdb/dbsmis/dbsmis.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493049383
DP,dpsource,High,Memory Leak,ssedbxp.c,808,src/integ/smb/sse/ssedbxp.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493049257
DP,dpsource,High,Memory Leak,devlist_nt.c,119,src/ma/devtool/devlist_nt.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493048619
DP,dpsource,High,Memory Leak,sap_common.c,1483,src/integ/sap/sap_common.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493048438
DP,dpsource,High,Memory Leak,strutil.c,3240,src/lib/cmn/strutil.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493047567
DP,dpsource,High,Memory Leak,sapback.c,570,src/integ/sapnt/sapback.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493047159
DP,dpsource,High,Memory Leak,win32.c,362,src/lib/cmn/win32.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493046904
DP,dpsource,High,Memory Leak,dbsa.c,1043,src/lib/smbdb/dbsa/dbsa.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493046596
DP,dpsource,High,Memory Leak,upgrade_cfg.c,2696,src/integ/barutil/upgrade_cfg/upgrade_cfg.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493046427
DP,dpsource,High,Memory Leak,win32_suid.c,155,src/lib/xtra/win32_suid.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493046379
DP,dpsource,High,Memory Leak,util_misc.cpp,374,src/integ/vss2/util/util_misc.cpp,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493046059
DP,dpsource,High,Memory Leak,sapback.c,701,src/integ/sapnt/sapback.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493045460
DP,dpsource,High,Memory Leak,drivelib.c,963,src/lib/drivelib/drivelib.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493045325
DP,dpsource,High,Memory Leak,ob2util.c,221,src/integ/barutil/ob2util.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493045101
DP,dpsource,High,Memory Leak,cntrlbkp.c,120,src/integ/sap/cntrlbkp.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493044326
DP,dpsource,High,Memory Leak,auditcmn.c,139,src/db/auditing/auditcmn.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493044020
DP,dpsource,High,Memory Leak,sap_common.c,1503,src/integ/sap/sap_common.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493043714
DP,dpsource,High,Memory Leak,srdsess.c,1370,src/recovery/srd/srdsess.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493043563
DP,dpsource,High,Memory Leak,sseapi.c,4975,src/integ/smb/sse/sseapi.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493043356
DP,dpsource,High,Memory Leak,mbx.c,535,src/lib/bargui/mbx.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493043319
DP,dpsource,High,Memory Leak,SysNfoAsr.c,363,src/recovery/srd/SysNfo/SysNfoAsr/SysNfoAsr.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493043172
DP,dpsource,High,Memory Leak,gen_parser.c,1778,src/lib/parse/gen_parser.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493041907
DP,dpsource,High,Memory Leak,sql7_main.cpp,467,src/integ/sql_7/sql7_main.cpp,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493041814
DP,dpsource,High,Memory Leak,strutil.c,3251,src/lib/cmn/strutil.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493041023
DP,dpsource,High,Memory Leak,sseapi.c,4818,src/integ/smb/sse/sseapi.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493040704
DP,dpsource,High,Memory Leak,catalog.c,2765,src/ma/xma/catalog.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493040484
DP,dpsource,High,Memory Leak,util_misc.cpp,400,src/integ/vss2/util/util_misc.cpp,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493040342
DP,dpsource,High,Memory Leak,sapback.c,137,src/integ/sapnt/sapback.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493040275
DP,dpsource,High,Memory Leak,util_cmd.c,1469,src/integ/barutil/util_cmd.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493039287
DP,dpsource,High,Memory Leak,strutil.c,2133,src/lib/cmn/strutil.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493038409
DP,dpsource,High,Memory Leak,srdutil.c,317,src/recovery/srd/srdutil.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493038245
DP,dpsource,High,Memory Leak,strutil.c,3259,src/lib/cmn/strutil.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493037622
DP,dpsource,High,Memory Leak,drwin32.c,4648,src/recovery/omnidr/win32/drwin32.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493037475
DP,dpsource,High,Memory Leak,mbx.c,715,src/lib/bargui/mbx.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493036627
DP,dpsource,High,Memory Leak,sysnfop1s.c,652,src/recovery/srd/SysNfo/SysNfoP1S/sysnfop1s.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493036616
DP,dpsource,High,Memory Leak,srdutil.c,244,src/recovery/srd/srdutil.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493036568
DP,dpsource,High,Memory Leak,upgrade_cfg.c,613,src/integ/barutil/upgrade_cfg/upgrade_cfg.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493036268
DP,dpsource,High,Memory Leak,upgrade_cfg.c,3295,src/integ/barutil/upgrade_cfg/upgrade_cfg.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493035569
DP,dpsource,High,Memory Leak,sseapi.c,6072,src/integ/smb/sse/sseapi.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493034951
DP,dpsource,High,Memory Leak,scsiop.c,416,src/recovery/drw/scsiop.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493034927
DP,dpsource,High,Memory Leak,srdparsewin.c,285,src/recovery/srd/srdparsewin.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493034899
DP,dpsource,High,Memory Leak,sysnfocmn.c,1880,src/recovery/srd/SysNfo/sysnfocmn.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493034855
DP,dpsource,High,Memory Leak,ssedbxp.c,93,src/integ/smb/sse/ssedbxp.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493034832
DP,dpsource,High,Memory Leak,ob2util.c,228,src/integ/barutil/ob2util.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493034813
DP,dpsource,High,Memory Leak,cntrlbkp.c,127,src/integ/sap/cntrlbkp.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493033986
DP,dpsource,High,Memory Leak,smbmsg.c,323,src/integ/smb/sse/smbmsg.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493033314
DP,dpsource,High,Memory Leak,sapback.c,237,src/integ/sapnt/sapback.c,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA493033123
DP,dpnextgen,High,Path Manipulation,RestCall.java,233,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/integ/vmware/GRE/FlexWebGrePlugin/src/GreJavaModule/src/main/java/com/hp/dp/gre/rest/RestCall.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA433814840
DP,dpnextgen,High,Server-Side Request Forgery,InetClient.java,67,DATA/home/fortify/Projects/Internal/DP/dpnextgen_2019-06-10-03-42-07/src/integ/vmware/GRE/FlexWebPlugin/GreJavaModule/src/main/java/com/hp/im/dp/server/ipc/msg/InetClient.java,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=SCA433798265
DP,dpnextgen,High,CWE-502 Deserialization of Untrusted Data: CVE-2017-7525,com.springsource.org.codehaus.jackson-1.0.0.jar,null,src_root/bin/java/apache-maven/repository/org/codehaus/jackson/com.springsource.org.codehaus.jackson/1.0.0/com.springsource.org.codehaus.jackson-1.0.0.jar,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=DEPENDENCIES274061
DP,dpnextgen,High,CWE-20 Improper Input Validation: CVE-2011-5034,activemq-all-5.9.0.jar/META-INF/maven/org.apache.geronimo.specs/geronimo-jta_1.0.1B_spec/pom.xml,null,src_root/bin/java/apache-maven/repository/org/apache/activemq/activemq-all/5.9.0/activemq-all-5.9.0.jar/META-INF/maven/org.apache.geronimo.specs/geronimo-jta_1.0.1B_spec/pom.xml,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=DEPENDENCIES221376
DP,dpnextgen,High,CWE-20 Improper Input Validation: CVE-2011-5034,activemq-all-5.9.0.jar/META-INF/maven/org.apache.geronimo.specs/geronimo-annotation_1.0_spec/pom.xml,null,src_root/bin/java/apache-maven/repository/org/apache/activemq/activemq-all/5.9.0/activemq-all-5.9.0.jar/META-INF/maven/org.apache.geronimo.specs/geronimo-annotation_1.0_spec/pom.xml,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=DEPENDENCIES221374
DP,dpnextgen,High,CWE-20 Improper Input Validation: CVE-2011-5034,activemq-all-5.9.0.jar/META-INF/maven/org.apache.geronimo.specs/geronimo-j2ee-management_1.1_spec/pom.xml,null,src_root/bin/java/apache-maven/repository/org/apache/activemq/activemq-all/5.9.0/activemq-all-5.9.0.jar/META-INF/maven/org.apache.geronimo.specs/geronimo-j2ee-management_1.1_spec/pom.xml,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=DEPENDENCIES221372
DP,dpnextgen,High,CWE-20 Improper Input Validation: CVE-2011-5034,geronimo-jms_1.1_spec-1.1.1.jar,null,src_root/bin/java/apache-maven/repository/org/apache/geronimo/specs/geronimo-jms_1.1_spec/1.1.1/geronimo-jms_1.1_spec-1.1.1.jar,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=DEPENDENCIES221367
DP,dpnextgen,High,CWE-20 Improper Input Validation: CVE-2011-5034,geronimo-j2ee-management_1.0_spec-1.0.jar,null,src_root/bin/java/apache-maven/repository/org/apache/geronimo/specs/geronimo-j2ee-management_1.0_spec/1.0/geronimo-j2ee-management_1.0_spec-1.0.jar,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=DEPENDENCIES221364
DP,dpnextgen,High,CWE-502 Deserialization of Untrusted Data: CVE-2017-7525,jackson-databind-2.8.2.jar,null,src_root/bin/java/apache-maven/repository/com/fasterxml/jackson/core/jackson-databind/2.8.2/jackson-databind-2.8.2.jar,https://stat.rndsec.microfocus.com/stat/stat.html?proj=DP&issue=SCA222313476&issue=DEPENDENCIES212282
